name	vcName	jobName	uid	submitTime	startTime	endTime	state
MWUrlModel_Hourly2		WUrlModel_Hourly2	f3858291-f546-4b77-bf25-c7b72e08d2c5	9/5/13 22:27	9/5/13 22:39	9/6/13 1:20	CompletedSuccess
SN1SRPUTLJI02_WWATelemetryV5Summarization	SN1SRPUTLJI02	WWATelemetryV5Summarization	ab90bbea-c36b-4ff1-96c4-3a9baa8dac24	9/5/13 22:52	9/5/13 23:13	9/6/13 0:23	CompletedSuccess
SN1SRPUTLAI06_Featurizer_HostName_Infrastructure_Safety	SN1SRPUTLAI06	Featurizer_HostName_Infrastructure_Safety	ad95cdd9-e512-4229-81d0-25f3a500b0e6	9/5/13 23:09	9/5/13 23:17	9/6/13 2:05	CompletedSuccess
SN1SRPUTLAI09_INT_PullTheWebZip	SN1SRPUTLAI09	INT_PullTheWebZip	0ed3a8fd-e068-4cd1-a5e8-542f9dbcf7ae	9/5/13 23:14	9/5/13 23:29	9/6/13 0:00	CompletedSuccess
SN1SRPUTLXI07_INC_PADMANR_DeletesV2	SN1SRPUTLXI07	INC_PADMANR_DeletesV2	107da7d5-8860-484f-971e-a0e52d3aea6b	9/5/13 23:24	9/5/13 23:36	9/6/13 0:20	CompletedSuccess
CO1SRPUTLDI04_JMRUrlExtractor	CO1SRPUTLDI04	JMRUrlExtractor	ca60b324-dd18-4a09-86ee-d41612de3bd4	9/5/13 23:42	9/5/13 23:43	9/6/13 0:19	CompletedSuccess
SN1SRPUTLAI09_ScomDataForFeaturization	SN1SRPUTLAI09	ScomDataForFeaturization	b4dbeaf1-e3ec-4f5f-9ca0-6dba0aaddc94	9/5/13 23:44	9/6/13 0:00	9/6/13 0:04	CompletedSuccess
SN1SRPUTLAI09_INT_Report_MHV22stats	SN1SRPUTLAI09	INT_Report_MHV22stats	d9f06032-aaf1-4b23-b29b-f9d9ab87907c	9/5/13 23:47	9/6/13 0:04	9/6/13 0:07	CompletedSuccess
SN1SRPUTLXI07_INC_PADMANR_MuesMalware	SN1SRPUTLXI07	INC_PADMANR_MuesMalware	d19fe9ce-4753-49e5-8fc4-6d75cb541026	9/5/13 23:49	9/6/13 0:07	9/6/13 0:07	CompletedFailure
SN1SRPUTLXI05_EXP_MHViewErrors	SN1SRPUTLXI05	EXP_MHViewErrors	9edff24d-ee3d-405d-be70-ac4295cfdb0a	9/5/13 23:49	9/6/13 0:07	9/6/13 0:09	CompletedSuccess
CO1SRPUTLDI05_RAPUrlExtractor	CO1SRPUTLDI05	RAPUrlExtractor	970222ed-d4d0-418f-a35d-7d6ba9f6b223	9/5/13 23:53	9/6/13 0:09	9/6/13 0:18	CompletedSuccess
SN1SRPUTLXI06_EXP_UrsViewV5Errors	SN1SRPUTLXI06	EXP_UrsViewV5Errors	f28eec2f-3d0f-4e48-a100-70fd978a746d	9/5/13 23:59	9/6/13 0:18	9/6/13 0:19	CompletedSuccess
