9/28/2013 1:27:15 AM	4	0
9/28/2013 1:30:24 AM	3	0
9/28/2013 1:35:13 AM	3	0
9/28/2013 1:36:10 AM	2	0
9/28/2013 1:37:36 AM	2	0
9/28/2013 1:42:35 AM	2	0
9/28/2013 1:47:34 AM	2	0
9/28/2013 1:52:37 AM	1	0
9/28/2013 1:57:45 AM	3	0
9/28/2013 2:02:38 AM	5	0
9/28/2013 2:08:20 AM	5	0
9/28/2013 2:12:31 AM	5	0
9/28/2013 2:17:38 AM	4	0
9/28/2013 2:22:35 AM	3	0
9/28/2013 2:27:32 AM	3	0
9/28/2013 2:32:40 AM	2	0
9/28/2013 2:37:43 AM	1	0
9/28/2013 2:42:37 AM	1	0
9/28/2013 2:47:35 AM	1	0
9/28/2013 2:52:32 AM	1	0
9/28/2013 2:57:30 AM	1	0
9/28/2013 3:02:30 AM	3	0
9/28/2013 3:07:30 AM	3	0
9/28/2013 3:12:36 AM	2	0
9/28/2013 3:17:47 AM	2	0
9/28/2013 3:22:35 AM	2	0
9/28/2013 3:27:38 AM	1	0
9/28/2013 3:32:33 AM	1	0
9/28/2013 3:37:32 AM	1	0
9/28/2013 3:42:45 AM	1	0
9/28/2013 3:47:31 AM	1	0
9/28/2013 3:52:29 AM	1	0
9/28/2013 3:57:30 AM	2	0
9/28/2013 4:02:31 AM	4	0
9/28/2013 4:07:31 AM	4	0
9/28/2013 4:12:33 AM	5	0
9/28/2013 4:17:32 AM	4	0
9/28/2013 4:22:34 AM	3	0
9/28/2013 4:27:53 AM	2	0
9/28/2013 4:32:39 AM	2	0
9/28/2013 4:37:36 AM	2	0
9/28/2013 4:43:27 AM	1	0
9/28/2013 4:47:32 AM	1	0
9/28/2013 4:52:32 AM	1	0
9/28/2013 4:57:32 AM	2	0
9/28/2013 5:02:33 AM	3	0
9/28/2013 5:07:35 AM	3	0
9/28/2013 5:12:35 AM	1	0
9/28/2013 5:17:32 AM	1	0
9/28/2013 5:22:38 AM	0	0
9/28/2013 5:27:59 AM	1	0
9/28/2013 5:32:36 AM	1	0
9/28/2013 5:37:40 AM	0	0
9/28/2013 5:42:31 AM	0	0
9/28/2013 5:47:33 AM	1	0
9/28/2013 5:52:48 AM	1	0
9/28/2013 5:57:31 AM	2	0
9/28/2013 6:02:51 AM	2	0
9/28/2013 6:07:30 AM	4	0
9/28/2013 6:12:31 AM	4	0
9/28/2013 6:17:30 AM	4	0
9/28/2013 6:22:31 AM	4	0
9/28/2013 6:28:02 AM	4	0
9/28/2013 6:32:38 AM	1	0
9/28/2013 6:37:35 AM	1	0
9/28/2013 6:42:34 AM	1	0
9/28/2013 6:47:33 AM	1	0
9/28/2013 6:52:31 AM	1	0
9/28/2013 6:57:40 AM	4	0
